Marital status,Application mode,Application order,Course,evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Unemployment rate,Inflation rate,GDP,Output
1,1,1,5,1,1,1,1,1,4,10,0,0,0,1,1,0,19,0,16.2,0.3,-0.92,0
1,1,4,2,1,1,1,1,28,5,9,1,0,0,1,1,0,19,0,11.1,0.6,2.02,0
1,1,1,2,1,1,1,3,3,3,3,1,0,0,1,1,0,18,0,16.2,0.3,-0.92,1
1,14,1,9,1,1,1,1,3,2,2,0,0,0,1,1,0,28,0,15.5,2.8,-4.06,1
1,14,1,11,1,6,1,19,24,1,1,1,0,0,1,1,0,20,0,7.6,2.6,0.32,1
1,8,2,11,1,1,1,13,14,6,8,0,0,0,1,1,1,18,0,15.5,2.8,-4.06,0
1,1,1,2,1,1,1,13,14,5,9,1,0,0,1,1,1,21,0,12.4,0.5,1.79,0
1,1,1,11,1,1,1,23,14,10,5,0,0,0,1,1,0,19,0,10.8,1.4,1.74,0
1,12,1,11,1,12,1,23,27,5,6,0,0,1,0,1,0,24,0,16.2,0.3,-0.92,1
1,12,1,8,1,1,1,13,1,29,29,0,0,0,1,1,0,24,0,16.2,0.3,-0.92,0
1,12,1,6,1,9,1,23,14,10,9,1,0,1,0,1,0,25,0,8.9,1.4,3.51,0
1,12,1,11,1,1,1,3,1,4,5,0,0,0,1,1,0,28,0,13.9,-0.3,0.79,0
2,12,1,17,0,1,1,22,27,10,10,0,0,0,1,1,0,37,0,7.6,2.6,0.32,0
1,14,1,7,1,1,1,1,28,5,8,0,0,0,1,1,0,19,0,13.9,-0.3,0.79,0
1,8,4,12,1,1,1,23,27,6,8,1,0,0,1,1,1,18,0,11.1,0.6,2.02,0
1,12,1,11,1,12,1,22,27,12,12,0,0,0,1,1,0,48,0,7.6,2.6,0.32,1
1,8,4,10,1,1,1,22,27,10,9,1,0,0,1,1,0,21,0,8.9,1.4,3.51,0
1,8,1,12,1,1,1,1,1,5,6,0,0,0,1,1,1,19,0,15.5,2.8,-4.06,0
1,14,2,12,1,1,1,13,1,10,11,0,0,0,1,1,1,21,0,9.4,-0.8,-3.12,0
1,15,1,7,1,1,1,22,10,10,9,1,0,1,0,1,0,23,0,13.9,-0.3,0.79,1
1,1,1,8,1,1,1,1,1,5,11,1,0,0,1,1,0,18,0,10.8,1.4,1.74,0
1,15,1,10,1,14,1,1,1,5,4,0,0,0,1,1,0,22,0,13.9,-0.3,0.79,1
1,7,1,2,1,1,1,13,27,10,8,1,0,0,1,1,0,25,0,12.4,0.5,1.79,1
1,4,1,6,1,15,1,5,3,3,3,0,0,1,1,1,0,27,0,11.1,0.6,2.02,1
1,12,1,7,1,9,1,19,24,1,1,0,0,0,0,1,0,49,0,10.8,1.4,1.74,1
1,12,1,17,0,1,1,13,27,6,6,0,0,0,0,1,0,31,0,12.7,3.7,-1.7,1
1,12,1,11,1,1,1,22,27,10,7,0,0,0,1,1,0,54,0,16.2,0.3,-0.92,1
1,4,1,1,1,15,1,23,27,6,7,1,0,1,0,1,0,25,0,11.1,0.6,2.02,1
1,15,1,4,1,14,1,5,3,3,3,0,0,0,1,1,0,20,0,15.5,2.8,-4.06,0
1,4,1,5,1,3,1,4,4,3,3,0,0,0,1,1,0,28,0,12.7,3.7,-1.7,1
2,12,1,3,0,12,1,22,27,10,7,0,0,0,1,1,0,41,0,12.7,3.7,-1.7,0
1,1,2,14,1,1,1,1,14,5,5,0,0,0,1,1,1,19,0,11.1,0.6,2.02,0
1,14,1,9,1,1,1,1,1,5,5,0,0,0,1,1,0,22,0,15.5,2.8,-4.06,1
1,1,1,11,1,1,1,2,1,3,4,0,0,0,1,1,0,34,0,15.5,2.8,-4.06,1
1,12,1,4,1,1,1,23,28,10,10,0,0,1,0,1,0,28,0,11.1,0.6,2.02,1
1,1,1,16,1,1,1,22,27,10,5,1,0,0,1,1,0,42,0,7.6,2.6,0.32,0
1,9,1,6,1,1,1,1,14,4,6,0,0,0,0,1,0,21,0,11.1,0.6,2.02,0
1,4,1,4,1,3,1,24,29,10,5,0,0,0,1,1,0,50,0,15.5,2.8,-4.06,1
1,1,4,9,1,1,1,3,1,4,5,1,0,0,1,1,0,19,0,12.4,0.5,1.79,1
1,14,1,12,1,1,1,3,4,3,5,0,0,0,1,1,0,18,0,16.2,0.3,-0.92,1
2,12,1,17,0,1,1,22,27,2,2,0,0,0,1,1,0,59,0,16.2,0.3,-0.92,1
2,4,1,17,0,3,1,19,24,13,13,1,0,0,0,1,0,33,0,7.6,2.6,0.32,1
1,8,2,5,1,1,1,22,28,10,11,1,0,0,1,1,1,23,0,9.4,-0.8,-3.12,0
2,12,1,17,0,12,1,22,1,6,6,0,0,0,1,1,0,44,0,13.9,-0.3,0.79,1
2,1,4,3,0,1,1,19,24,1,1,1,0,0,1,1,0,37,0,9.4,-0.8,-3.12,1
2,12,1,2,1,12,1,22,27,10,10,0,0,0,1,1,0,36,0,10.8,1.4,1.74,1
1,1,2,17,0,1,1,1,3,5,3,0,0,0,0,1,0,22,0,7.6,2.6,0.32,1
2,12,1,3,0,12,1,22,27,7,7,0,0,0,1,1,0,49,0,12.4,0.5,1.79,0
1,16,1,15,1,1,1,1,32,6,4,1,0,0,1,1,0,23,0,11.1,0.6,2.02,0
1,1,1,5,1,1,1,1,1,5,10,1,0,0,1,1,0,19,0,7.6,2.6,0.32,0
2,14,1,3,0,1,1,22,27,6,6,0,0,0,1,1,0,47,0,16.2,0.3,-0.92,1
1,14,1,4,1,1,1,1,2,5,3,0,0,0,1,1,0,28,0,15.5,2.8,-4.06,0
1,15,1,4,1,14,1,1,28,10,7,0,0,0,1,1,0,21,0,15.5,2.8,-4.06,0
1,1,1,11,1,1,1,23,1,10,10,0,0,1,0,1,0,21,0,8.9,1.4,3.51,1
1,14,1,10,1,14,1,2,1,2,3,0,0,0,1,1,0,21,0,13.9,-0.3,0.79,0
1,1,1,5,1,1,1,13,28,5,5,0,0,0,1,1,0,20,0,13.9,-0.3,0.79,0
2,13,1,9,1,1,1,22,27,10,10,0,0,0,0,1,0,49,0,10.8,1.4,1.74,1
1,12,1,17,0,1,1,13,27,7,9,0,0,0,1,1,0,40,0,15.5,2.8,-4.06,0
1,8,1,11,1,1,1,1,1,4,4,0,0,0,1,1,1,22,0,11.1,0.6,2.02,0
1,13,1,7,1,1,1,1,27,6,6,0,0,0,1,1,0,19,0,15.5,2.8,-4.06,0
1,12,1,17,0,1,1,3,28,3,8,0,0,0,1,1,0,31,0,13.9,-0.3,0.79,1
1,13,1,7,1,1,1,5,5,3,3,0,0,0,1,1,0,30,0,15.5,2.8,-4.06,1
1,1,1,10,1,1,1,22,27,6,11,0,0,0,1,1,0,19,0,7.6,2.6,0.32,0
1,9,1,9,1,1,1,19,24,12,12,0,0,0,1,1,0,22,0,9.4,-0.8,-3.12,1
1,1,1,15,1,1,1,13,27,10,10,0,0,0,1,1,0,19,0,15.5,2.8,-4.06,0
1,8,1,2,1,1,1,1,27,5,10,0,0,0,0,1,0,21,0,7.6,2.6,0.32,1
1,8,3,14,1,1,1,1,28,5,8,0,0,0,1,1,0,19,0,11.1,0.6,2.02,0
1,14,2,9,1,1,1,1,14,4,4,1,0,0,1,1,0,22,0,16.2,0.3,-0.92,1
1,1,1,10,1,1,1,4,5,3,3,0,0,0,1,1,0,22,0,10.8,1.4,1.74,0
1,1,1,10,1,1,1,1,1,5,5,0,0,0,1,1,0,19,0,9.4,-0.8,-3.12,0
1,12,1,11,1,14,1,1,1,6,11,0,0,0,0,1,0,26,0,16.2,0.3,-0.92,1
1,15,1,7,1,14,1,5,31,4,3,0,0,0,1,1,0,23,0,12.4,0.5,1.79,0
1,8,1,5,1,1,1,13,14,8,8,0,0,0,1,1,0,18,0,16.2,0.3,-0.92,0
1,1,1,9,1,1,1,22,27,10,10,0,0,1,1,1,1,22,0,15.5,2.8,-4.06,0
1,9,5,7,1,1,1,3,2,3,4,1,0,0,1,1,0,19,0,12.4,0.5,1.79,0
1,8,1,9,1,1,1,1,14,5,9,0,0,0,1,1,0,20,0,11.1,0.6,2.02,1
1,1,3,5,1,1,1,22,27,10,10,1,0,0,1,1,1,22,0,7.6,2.6,0.32,0
1,4,1,8,1,3,1,2,28,3,4,1,0,0,0,1,0,18,0,12.7,3.7,-1.7,1
4,14,2,17,0,13,1,3,1,3,10,0,0,0,1,1,0,39,0,10.8,1.4,1.74,1
1,1,1,12,1,1,1,13,1,12,12,0,0,0,1,1,0,18,0,10.8,1.4,1.74,1
1,8,3,7,1,1,1,1,28,4,4,0,0,0,1,1,1,18,0,8.9,1.4,3.51,0
1,1,1,10,1,1,1,13,28,10,10,0,0,0,1,1,1,19,0,13.9,-0.3,0.79,0
1,1,1,12,1,1,1,1,14,10,10,0,0,0,1,1,0,18,0,12.4,0.5,1.79,0
1,1,1,9,1,1,1,19,14,1,5,1,0,0,1,1,1,18,0,7.6,2.6,0.32,1
1,15,1,8,1,14,1,22,27,7,7,1,0,0,1,1,0,22,0,10.8,1.4,1.74,0
1,1,1,10,1,1,1,1,1,4,5,0,0,0,1,1,0,19,0,12.4,0.5,1.79,0
1,1,1,8,1,1,1,13,27,10,9,1,0,0,1,1,0,18,0,12.7,3.7,-1.7,1
1,12,1,7,1,12,1,1,1,5,4,0,0,1,0,1,0,31,0,16.2,0.3,-0.92,1
1,12,1,17,0,1,1,3,1,4,4,0,0,0,1,1,0,28,0,12.7,3.7,-1.7,1
1,1,1,5,1,1,1,1,1,5,9,0,0,0,1,1,0,19,0,15.5,2.8,-4.06,1
1,8,1,11,1,1,1,1,1,5,9,0,0,0,1,1,0,20,0,16.2,0.3,-0.92,0
4,12,1,10,1,1,1,13,3,10,3,0,0,0,1,1,0,50,0,8.9,1.4,3.51,1
1,14,1,5,1,1,1,1,2,5,3,0,0,0,1,1,0,38,0,13.9,-0.3,0.79,0
2,12,1,17,0,1,1,22,27,10,10,1,0,0,1,1,0,31,0,9.4,-0.8,-3.12,1
1,12,1,12,1,1,1,1,27,10,10,1,0,0,1,1,0,27,0,7.6,2.6,0.32,0
1,9,1,10,1,1,1,1,3,10,3,1,0,0,1,1,0,21,0,12.7,3.7,-1.7,0
2,12,1,7,1,1,1,22,27,10,10,0,0,0,1,1,0,34,0,8.9,1.4,3.51,1
1,16,1,7,1,1,1,2,27,3,10,1,0,0,1,1,0,19,0,7.6,2.6,0.32,0
2,12,1,17,0,1,1,22,27,2,5,1,0,0,0,1,0,40,0,9.4,-0.8,-3.12,1
1,1,1,2,1,1,1,23,14,10,3,1,0,0,1,1,1,18,0,12.7,3.7,-1.7,0
2,12,1,5,1,9,1,22,28,6,11,0,0,1,0,1,1,46,0,15.5,2.8,-4.06,1
1,14,5,3,0,1,1,19,24,1,1,0,0,0,1,1,0,37,0,7.6,2.6,0.32,1
1,12,1,4,1,1,1,13,27,10,8,1,0,0,1,1,0,31,0,16.2,0.3,-0.92,1
1,12,1,4,1,1,1,1,14,5,11,0,0,0,1,1,0,34,0,12.4,0.5,1.79,0
1,1,6,2,1,1,1,8,8,5,5,1,0,0,1,1,1,18,0,9.4,-0.8,-3.12,1
1,1,1,14,1,1,1,23,27,10,10,0,0,0,1,1,1,18,0,12.4,0.5,1.79,0
1,8,4,5,1,1,1,1,1,4,4,1,0,0,1,1,1,19,0,11.1,0.6,2.02,0
1,14,1,17,0,1,1,22,14,10,5,0,0,0,1,1,0,40,0,15.5,2.8,-4.06,1
1,12,1,8,1,1,1,1,28,10,10,0,0,0,1,1,0,25,0,12.4,0.5,1.79,1
1,8,5,7,1,1,1,23,28,6,10,1,0,1,1,1,0,20,0,11.1,0.6,2.02,1
1,8,1,7,1,1,1,13,14,10,10,0,0,0,1,1,0,20,0,11.1,0.6,2.02,0
1,12,1,4,1,1,1,22,27,10,11,1,0,0,0,1,0,43,0,15.5,2.8,-4.06,1
1,8,4,7,1,1,1,22,14,10,5,1,0,0,1,1,0,18,0,7.6,2.6,0.32,0
1,14,1,4,1,1,1,2,4,5,2,0,0,0,1,1,0,35,0,15.5,2.8,-4.06,0
1,8,2,17,0,1,1,22,14,10,5,0,0,0,1,1,0,23,0,7.6,2.6,0.32,0
1,8,1,12,1,1,1,3,3,3,3,0,0,0,1,1,0,19,0,12.4,0.5,1.79,0
1,17,1,6,1,16,1,1,14,4,9,1,0,0,1,1,1,21,0,8.9,1.4,3.51,0
1,14,1,14,1,1,1,3,14,5,9,0,0,0,1,1,0,19,0,13.9,-0.3,0.79,0
1,9,1,7,1,1,1,1,1,5,4,1,0,0,1,1,0,20,0,12.4,0.5,1.79,0
1,12,1,14,1,1,1,13,14,4,4,0,1,0,1,1,1,30,0,12.4,0.5,1.79,1
4,12,1,11,1,1,1,22,14,10,10,1,0,0,1,1,0,44,0,12.4,0.5,1.79,0
1,9,1,12,1,1,1,13,3,5,10,0,0,0,1,1,0,19,0,12.7,3.7,-1.7,0
1,15,1,8,1,14,1,2,1,4,7,1,0,0,1,1,0,22,0,16.2,0.3,-0.92,0
1,1,1,8,1,1,1,3,3,2,3,0,0,0,1,1,0,18,0,7.6,2.6,0.32,0
1,8,1,14,1,1,1,22,27,10,10,1,0,0,1,1,1,21,0,12.7,3.7,-1.7,0
1,1,2,6,1,1,1,22,14,12,12,0,0,0,1,1,0,18,0,7.6,2.6,0.32,1
1,8,4,14,1,1,1,3,1,3,4,1,0,0,1,1,0,18,0,11.1,0.6,2.02,0
1,1,1,2,1,1,1,1,1,5,4,0,0,0,1,1,0,19,0,7.6,2.6,0.32,0
1,15,1,4,1,14,1,1,28,7,7,1,0,0,1,1,0,21,0,16.2,0.3,-0.92,1
1,12,1,4,1,1,1,3,3,3,3,0,0,0,1,1,0,31,0,16.2,0.3,-0.92,0
1,8,5,11,1,1,1,1,1,3,4,1,0,0,1,1,0,21,0,9.4,-0.8,-3.12,1
1,12,1,7,1,1,1,13,14,10,8,0,0,1,1,1,0,24,0,8.9,1.4,3.51,0
1,13,1,15,1,1,1,13,6,5,4,0,0,0,1,1,0,27,0,9.4,-0.8,-3.12,1
1,1,5,9,1,1,1,13,14,10,10,1,0,0,1,1,0,20,0,12.4,0.5,1.79,0
1,15,1,7,1,14,1,1,14,5,6,1,0,0,1,1,0,22,0,10.8,1.4,1.74,0
1,1,1,4,1,1,1,13,14,10,10,0,0,0,1,1,1,19,0,15.5,2.8,-4.06,0
1,9,1,15,1,1,1,1,1,5,8,1,0,0,1,1,0,19,0,8.9,1.4,3.51,0
1,1,1,2,1,1,1,1,1,8,5,1,0,1,1,1,0,23,0,11.1,0.6,2.02,0
1,8,1,8,1,1,1,10,10,3,9,1,0,0,1,1,0,18,0,12.4,0.5,1.79,0
1,1,1,15,1,1,1,3,2,5,7,1,0,0,0,1,0,29,0,11.1,0.6,2.02,0
1,12,1,8,1,1,1,1,14,5,6,1,0,0,1,1,0,29,0,10.8,1.4,1.74,1
1,15,1,4,1,1,1,1,1,5,6,0,0,0,1,1,0,20,0,16.2,0.3,-0.92,0
1,1,5,2,1,1,1,13,3,10,3,1,0,0,1,1,1,19,0,9.4,-0.8,-3.12,0
1,8,3,2,1,1,1,3,29,3,6,1,1,0,1,1,0,22,0,10.8,1.4,1.74,0
1,1,2,14,1,1,1,3,1,4,6,1,0,0,1,1,0,20,0,11.1,0.6,2.02,0
1,12,1,8,1,1,1,13,14,10,6,1,0,0,1,1,0,24,0,9.4,-0.8,-3.12,0
1,1,1,14,1,1,1,22,27,6,9,0,0,0,0,1,0,21,0,12.7,3.7,-1.7,1
1,12,1,9,1,1,1,22,1,8,4,0,0,0,1,1,1,25,0,12.7,3.7,-1.7,0
1,12,1,9,1,1,1,22,27,10,10,0,0,0,0,1,0,32,0,9.4,-0.8,-3.12,1
1,14,1,17,0,1,1,3,4,3,3,0,0,0,0,1,0,26,0,7.6,2.6,0.32,1
1,1,1,8,1,1,1,2,27,10,8,1,0,0,1,1,1,18,0,12.4,0.5,1.79,0
1,8,1,11,1,1,1,1,14,5,8,0,0,0,1,1,1,19,0,16.2,0.3,-0.92,0
1,1,3,5,1,1,1,13,28,6,8,1,0,0,1,1,1,19,0,12.4,0.5,1.79,0
1,4,1,7,1,15,1,1,1,5,5,0,0,0,1,1,0,27,0,11.1,0.6,2.02,1
1,17,1,4,1,1,1,13,1,10,10,0,0,1,1,1,0,21,0,8.9,1.4,3.51,0
1,8,1,7,1,1,1,13,1,5,6,0,0,0,1,1,0,20,0,13.9,-0.3,0.79,0
1,15,1,5,1,14,1,13,28,5,1,1,0,0,1,1,0,21,0,12.4,0.5,1.79,0
1,1,5,15,1,1,1,22,3,6,3,1,0,0,1,1,0,22,0,9.4,-0.8,-3.12,0
1,1,1,2,1,1,1,1,28,6,8,1,0,1,0,1,0,19,0,12.7,3.7,-1.7,0
1,8,4,9,1,1,1,23,14,6,6,1,0,0,1,1,1,18,0,11.1,0.6,2.02,1
1,12,2,10,1,1,1,13,1,6,6,0,0,0,1,1,0,28,0,13.9,-0.3,0.79,1
2,12,1,4,1,1,1,1,27,10,2,0,0,1,0,1,0,25,0,15.5,2.8,-4.06,1
1,14,1,4,1,1,1,22,1,6,5,0,0,0,1,1,0,25,0,15.5,2.8,-4.06,1
1,1,1,9,1,1,1,23,14,10,6,0,0,0,1,1,0,18,0,8.9,1.4,3.51,0
1,1,1,11,1,1,1,4,14,5,6,0,0,0,1,1,0,26,0,10.8,1.4,1.74,1
1,8,3,9,1,1,1,22,27,7,6,1,0,0,1,1,1,18,0,13.9,-0.3,0.79,0
1,14,1,15,1,1,1,13,28,10,8,1,0,0,1,1,0,22,0,15.5,2.8,-4.06,0
1,12,1,4,1,1,1,1,3,5,6,0,0,0,1,1,0,25,0,16.2,0.3,-0.92,1
1,1,2,15,1,1,1,3,1,5,5,1,0,0,1,1,0,19,0,8.9,1.4,3.51,0
1,8,2,15,1,1,1,3,14,3,4,1,0,0,1,1,0,19,0,13.9,-0.3,0.79,0
1,8,1,12,1,1,1,1,1,6,6,0,0,0,1,1,0,19,0,16.2,0.3,-0.92,0
4,12,1,3,0,12,1,1,27,10,2,0,0,0,1,1,0,45,0,10.8,1.4,1.74,1
2,12,1,17,0,1,1,22,27,10,10,0,0,0,1,1,0,52,0,7.6,2.6,0.32,0
1,1,1,9,1,1,1,13,14,10,4,1,0,0,0,1,0,20,0,9.4,-0.8,-3.12,1
1,1,1,12,1,1,1,23,27,6,11,1,0,0,1,1,0,19,0,10.8,1.4,1.74,0
1,1,1,12,1,1,1,1,28,10,10,0,0,1,0,1,0,21,0,12.4,0.5,1.79,1
2,12,1,3,0,1,1,22,27,10,10,0,0,0,0,1,0,35,0,9.4,-0.8,-3.12,0
2,12,1,2,1,9,1,22,27,8,8,1,0,0,1,1,0,36,0,7.6,2.6,0.32,0
4,12,1,12,1,12,1,22,28,6,6,0,0,1,0,1,0,47,0,15.5,2.8,-4.06,1
1,9,1,17,0,1,1,28,30,3,3,0,0,0,1,1,0,22,0,8.9,1.4,3.51,1
2,12,1,17,0,1,1,22,27,10,10,1,0,0,1,1,0,41,0,7.6,2.6,0.32,1
1,4,1,7,1,3,1,19,24,12,12,0,0,0,1,1,0,26,0,10.8,1.4,1.74,1
2,12,1,3,0,1,1,19,24,12,12,0,0,0,0,0,0,51,0,10.8,1.4,1.74,1
2,12,2,17,0,1,1,22,27,10,10,0,0,0,1,0,0,43,0,9.4,-0.8,-3.12,0
2,12,2,3,0,1,1,19,24,1,1,1,0,0,1,0,0,41,0,7.6,2.6,0.32,0
1,14,2,9,1,1,1,19,27,10,10,1,0,0,1,1,0,23,0,7.6,2.6,0.32,0
1,14,2,10,1,1,1,19,21,1,6,1,0,0,1,1,0,22,0,9.4,-0.8,-3.12,1
1,8,2,5,1,1,1,22,27,10,10,1,1,0,1,1,1,25,0,12.7,3.7,-1.7,1
1,14,1,17,0,1,1,22,27,10,10,1,0,0,1,1,0,25,0,9.4,-0.8,-3.12,0
1,17,1,2,1,16,1,1,14,10,10,1,0,0,0,1,1,22,0,8.9,1.4,3.51,0
1,12,1,4,1,1,3,1,1,30,29,0,0,0,1,1,0,24,1,8.9,1.4,3.51,0
1,12,1,6,1,2,1,23,28,10,11,0,0,0,1,1,0,47,0,16.2,0.3,-0.92,1
2,12,1,17,0,12,1,22,27,6,6,1,0,0,1,1,0,41,0,7.6,2.6,0.32,1
1,12,1,4,1,1,1,22,27,10,10,1,0,0,1,1,0,43,0,13.9,-0.3,0.79,0
1,12,1,4,1,1,1,1,27,10,9,0,0,0,1,1,0,29,0,16.2,0.3,-0.92,1
1,12,2,7,1,1,1,22,27,6,6,0,0,0,1,1,0,30,0,7.6,2.6,0.32,1
1,12,2,9,1,13,1,13,28,10,10,0,0,0,0,1,0,26,0,12.7,3.7,-1.7,1
1,12,2,17,0,1,1,13,28,10,10,0,0,0,0,1,0,27,0,15.5,2.8,-4.06,1
2,12,2,14,1,1,1,22,27,10,10,0,0,0,1,1,1,36,0,9.4,-0.8,-3.12,0
1,12,1,4,1,12,1,1,14,5,11,0,0,0,1,1,0,29,0,15.5,2.8,-4.06,1
1,13,1,7,1,1,1,19,24,1,1,1,0,0,1,1,0,35,0,9.4,-0.8,-3.12,1
1,1,1,15,1,1,1,23,28,7,4,0,0,0,1,1,1,18,0,10.8,1.4,1.74,0
1,1,1,17,0,1,1,23,27,10,10,0,0,0,1,1,1,24,0,8.9,1.4,3.51,0
1,1,3,15,1,1,1,23,28,10,8,1,0,0,1,1,1,18,0,10.8,1.4,1.74,1
1,8,4,7,1,1,1,23,27,6,8,1,0,0,1,1,0,18,0,7.6,2.6,0.32,0
2,14,1,6,1,1,1,22,27,10,8,0,0,0,1,1,0,21,0,9.4,-0.8,-3.12,0
1,13,1,7,1,1,1,23,27,6,9,1,0,0,1,1,0,21,0,9.4,-0.8,-3.12,0
1,12,1,4,1,1,1,1,3,3,7,0,0,0,1,1,0,32,0,15.5,2.8,-4.06,0
1,1,4,7,1,1,1,22,27,10,6,1,0,0,1,1,1,22,0,11.1,0.6,2.02,1
1,4,1,4,1,3,1,1,28,10,8,1,0,0,0,1,0,32,0,15.5,2.8,-4.06,1
1,14,1,14,1,6,1,19,24,1,1,0,0,0,1,1,0,35,0,9.4,-0.8,-3.12,1
1,9,3,9,1,1,1,1,28,5,8,1,0,0,0,1,0,23,0,8.9,1.4,3.51,1
1,12,1,3,0,1,1,22,27,7,7,0,0,0,1,1,0,39,0,7.6,2.6,0.32,0
2,14,1,14,1,1,1,19,24,1,1,0,0,0,1,1,0,35,0,9.4,-0.8,-3.12,1
2,12,1,4,1,3,1,3,14,5,7,0,0,0,1,1,0,32,0,16.2,0.3,-0.92,0
1,1,1,16,1,1,1,19,24,1,1,0,0,0,1,1,0,20,0,7.6,2.6,0.32,1
1,12,1,12,1,1,1,22,27,10,10,0,0,0,1,1,0,34,0,16.2,0.3,-0.92,0
1,4,1,17,0,15,1,22,27,7,7,1,0,0,1,1,0,44,0,8.9,1.4,3.51,1
2,12,1,11,1,12,1,22,14,10,11,0,0,0,1,1,0,53,0,16.2,0.3,-0.92,0
1,12,1,7,1,12,1,22,27,10,5,0,0,1,0,1,0,28,0,12.4,0.5,1.79,1
1,4,1,17,0,3,1,22,27,10,10,0,0,0,1,1,0,31,0,12.7,3.7,-1.7,1
1,1,1,2,1,1,1,1,28,6,10,0,0,1,0,1,0,18,0,9.4,-0.8,-3.12,0
1,12,1,4,1,1,1,1,3,10,11,0,0,1,0,1,0,44,0,15.5,2.8,-4.06,1
1,1,1,6,1,1,1,1,1,10,10,1,0,0,1,1,0,19,0,12.7,3.7,-1.7,0
1,6,1,2,1,1,12,1,1,3,10,0,0,0,1,1,0,21,1,8.9,1.4,3.51,0
1,9,1,7,1,1,1,3,14,4,6,0,0,0,1,1,1,18,0,9.4,-0.8,-3.12,1
1,15,1,4,1,14,1,13,14,6,6,1,0,0,1,1,0,20,0,16.2,0.3,-0.92,0
1,12,1,5,1,1,1,22,27,8,8,0,0,0,1,1,0,55,0,11.1,0.6,2.02,0
1,1,1,9,1,1,1,13,27,5,9,0,0,0,1,1,0,27,0,7.6,2.6,0.32,0
1,8,2,7,1,1,1,10,14,6,6,0,0,0,1,1,0,19,0,12.4,0.5,1.79,1
1,1,1,9,1,1,1,13,27,10,10,0,0,0,1,1,0,18,0,12.4,0.5,1.79,0
2,12,1,15,1,1,1,22,27,8,5,0,0,0,1,1,0,43,0,15.5,2.8,-4.06,1
1,9,3,11,1,1,1,13,14,10,7,1,0,0,1,1,0,18,0,13.9,-0.3,0.79,1
1,1,1,2,1,1,1,3,3,3,3,1,0,0,1,1,0,18,0,9.4,-0.8,-3.12,1
1,8,5,11,1,1,1,22,28,10,10,1,0,1,1,1,1,20,0,8.9,1.4,3.51,1
2,12,1,17,0,1,1,22,14,10,10,0,0,1,0,1,0,29,0,10.8,1.4,1.74,1
1,12,1,8,1,12,1,22,27,10,11,1,0,1,1,1,0,44,0,13.9,-0.3,0.79,1
1,1,1,7,1,1,1,22,27,10,10,1,0,0,1,1,0,18,0,10.8,1.4,1.74,0
1,15,1,4,1,14,1,22,27,10,2,0,0,0,1,1,1,20,0,15.5,2.8,-4.06,0
1,14,1,5,1,1,1,23,27,9,8,1,0,0,1,1,0,20,0,12.4,0.5,1.79,1
2,12,2,9,1,1,1,22,27,10,10,1,0,0,1,1,0,36,0,10.8,1.4,1.74,1
1,15,1,8,1,14,1,5,1,3,6,1,0,0,1,1,0,19,0,13.9,-0.3,0.79,0
2,12,1,6,1,12,1,22,27,12,12,0,0,0,0,1,0,29,0,12.7,3.7,-1.7,1
1,1,1,14,1,1,1,1,1,10,10,1,0,0,1,1,0,18,0,10.8,1.4,1.74,1
1,12,1,4,1,1,1,1,1,2,7,0,0,0,0,1,0,24,0,13.9,-0.3,0.79,1
1,1,1,15,1,1,1,3,14,3,6,0,0,0,1,1,0,20,0,15.5,2.8,-4.06,0
2,12,1,3,0,12,1,13,27,10,10,0,0,1,0,1,0,45,0,16.2,0.3,-0.92,1
1,14,2,12,1,1,1,23,27,5,5,1,0,0,1,1,1,28,0,7.6,2.6,0.32,0
1,1,1,11,1,1,1,13,28,10,10,1,0,0,1,1,0,23,0,7.6,2.6,0.32,0
1,1,1,12,1,1,1,1,14,5,8,1,0,0,1,1,0,18,0,12.4,0.5,1.79,0
1,1,2,9,1,1,1,13,14,10,5,1,0,0,1,1,0,23,0,9.4,-0.8,-3.12,1
1,14,1,2,1,1,1,3,3,3,3,1,0,0,1,1,0,22,0,7.6,2.6,0.32,0
1,1,1,5,1,1,1,13,14,6,6,0,0,0,1,1,1,22,0,12.4,0.5,1.79,0
1,12,1,17,0,9,1,22,28,6,6,0,0,0,1,1,0,33,0,10.8,1.4,1.74,0
1,17,1,4,1,16,1,1,28,10,7,0,0,0,1,1,0,21,0,8.9,1.4,3.51,0
2,12,1,9,1,1,1,22,27,10,6,0,0,0,1,1,0,45,0,15.5,2.8,-4.06,0
2,12,1,4,1,1,1,22,27,10,10,0,0,0,0,1,0,44,0,15.5,2.8,-4.06,1
4,12,1,14,1,1,1,13,14,12,13,0,0,0,1,1,0,42,0,12.7,3.7,-1.7,1
1,9,1,9,1,1,1,13,1,10,8,1,0,0,1,1,0,20,0,12.4,0.5,1.79,1
1,8,6,9,1,1,1,13,28,6,7,1,0,0,1,1,0,20,0,9.4,-0.8,-3.12,0
1,1,2,11,1,1,1,1,28,3,9,1,0,0,1,1,1,20,0,8.9,1.4,3.51,0
1,8,2,15,1,1,1,1,1,5,5,1,0,0,1,1,0,20,0,9.4,-0.8,-3.12,0
1,1,2,9,1,1,1,1,1,10,7,0,0,0,1,1,0,19,0,8.9,1.4,3.51,0
