drug	drug_action	KDT	KDT_name	Drug_effect	drugKDT
Pemetrexed	inhibitor	1719	DHFR	Inhibitor	Pemetrexed1719
Pyrimethamine	inhibitor	1719	DHFR	Inhibitor	Pyrimethamine1719
Trimetrexate	inhibitor	1719	DHFR	Inhibitor	Trimetrexate1719
Methotrexate	inhibitor	1719	DHFR	Inhibitor	Methotrexate1719
Leflunomide	inhibitor	1723	DHODH	Inhibitor	Leflunomide1723
Golodirsen	inducer	1756	DMD	Activator	Golodirsen1756
Azacitidine	inhibitor	1786	DNMT1	Inhibitor	Azacitidine1786
Decitabine	inhibitor	1786	DNMT1	Inhibitor	Decitabine1786
Cilastatin	inhibitor	1800	DPEP1	Inhibitor	Cilastatin1800
Sitagliptin	inhibitor	1803	DPP4	Inhibitor	Sitagliptin1803
Saxagliptin	inhibitor	1803	DPP4	Inhibitor	Saxagliptin1803
Alogliptin	inhibitor	1803	DPP4	Inhibitor	Alogliptin1803
Linagliptin	inhibitor	1803	DPP4	Inhibitor	Linagliptin1803
Vildagliptin	inhibitor	1803	DPP4	Inhibitor	Vildagliptin1803
Tegafur-uracil	antagonist	1806	DPYD	Inhibitor	Tegafur-uracil1806
Fenoldopam	agonist	1812	DRD1	Activator	Fenoldopam1812
Perphenazine	antagonist	1812	DRD1	Inhibitor	Perphenazine1812
Pipotiazine	antagonist	1812	DRD1	Inhibitor	Pipotiazine1812
Chlorpromazine	antagonist	1812	DRD1	Inhibitor	Chlorpromazine1812
Levodopa	agonist	1812	DRD1	Activator	Levodopa1812
Dopamine	agonist	1812	DRD1	Activator	Dopamine1812
Methylergometrine	antagonist	1812	DRD1	Inhibitor	Methylergometrine1812
Fluphenazine	antagonist	1812	DRD1	Inhibitor	Fluphenazine1812
Thiothixene	antagonist	1812	DRD1	Inhibitor	Thiothixene1812
Triflupromazine	antagonist	1812	DRD1	Inhibitor	Triflupromazine1812
Zuclopenthixol	antagonist	1812	DRD1	Inhibitor	Zuclopenthixol1812
Periciazine	antagonist	1812	DRD1	Inhibitor	Periciazine1812
Lisuride	agonist	1813	DRD2	Activator	Lisuride1813
Aripiprazole	antagonist|partial agonist	1813	DRD2	Inhibitor	Aripiprazole1813
Trifluoperazine	antagonist	1813	DRD2	Inhibitor	Trifluoperazine1813
Quetiapine	antagonist	1813	DRD2	Inhibitor	Quetiapine1813
Pipotiazine	antagonist	1813	DRD2	Inhibitor	Pipotiazine1813
Amantadine	agonist	1813	DRD2	Activator	Amantadine1813
Iloperidone	antagonist	1813	DRD2	Inhibitor	Iloperidone1813
Ropinirole	agonist	1813	DRD2	Activator	Ropinirole1813
Buspirone	antagonist	1813	DRD2	Inhibitor	Buspirone1813
Risperidone	antagonist	1813	DRD2	Inhibitor	Risperidone1813
Asenapine	antagonist	1813	DRD2	Inhibitor	Asenapine1813
Methotrimeprazine	antagonist	1813	DRD2	Inhibitor	Methotrimeprazine1813
Fluspirilene	antagonist	1813	DRD2	Inhibitor	Fluspirilene1813
Metoclopramide	antagonist	1813	DRD2	Inhibitor	Metoclopramide1813
Levodopa	agonist	1813	DRD2	Activator	Levodopa1813
Cabergoline	agonist	1813	DRD2	Activator	Cabergoline1813
Mesoridazine	antagonist	1813	DRD2	Inhibitor	Mesoridazine1813
Promazine	antagonist	1813	DRD2	Inhibitor	Promazine1813
Dopamine	agonist	1813	DRD2	Activator	Dopamine1813
Brexpiprazole	agonist|partial agonist	1813	DRD2	Activator	Brexpiprazole1813
Pramipexole	agonist	1813	DRD2	Activator	Pramipexole1813
Pimozide	antagonist	1813	DRD2	Inhibitor	Pimozide1813
Dihydro-alpha-ergocryptine	agonist	1813	DRD2	Activator	Dihydro-alpha-ergocryptine1813
Sulpiride	antagonist	1813	DRD2	Inhibitor	Sulpiride1813
Apomorphine	agonist	1813	DRD2	Activator	Apomorphine1813
Lumateperone	partial agonist	1813	DRD2	Activator	Lumateperone1813
Fluphenazine	antagonist	1813	DRD2	Inhibitor	Fluphenazine1813
Aripiprazole lauroxil	partial agonist	1813	DRD2	Activator	Aripiprazole lauroxil1813
Rotigotine	agonist	1813	DRD2	Activator	Rotigotine1813
Loxapine	antagonist	1813	DRD2	Inhibitor	Loxapine1813
Zuclopenthixol	antagonist	1813	DRD2	Inhibitor	Zuclopenthixol1813
Prochlorperazine	antagonist	1813	DRD2	Inhibitor	Prochlorperazine1813
Triflupromazine	antagonist	1813	DRD2	Inhibitor	Triflupromazine1813
Haloperidol	antagonist	1813	DRD2	Inhibitor	Haloperidol1813
Clozapine	antagonist	1813	DRD2	Inhibitor	Clozapine1813
Lurasidone	antagonist	1813	DRD2	Inhibitor	Lurasidone1813
Domperidone	antagonist	1813	DRD2	Inhibitor	Domperidone1813
Amisulpride	antagonist	1813	DRD2	Inhibitor	Amisulpride1813
Paliperidone	antagonist	1813	DRD2	Inhibitor	Paliperidone1813
Acetophenazine	antagonist	1813	DRD2	Inhibitor	Acetophenazine1813
Ziprasidone	antagonist	1813	DRD2	Inhibitor	Ziprasidone1813
Molindone	antagonist	1813	DRD2	Inhibitor	Molindone1813
Thiothixene	antagonist	1813	DRD2	Inhibitor	Thiothixene1813
Perphenazine	antagonist	1813	DRD2	Inhibitor	Perphenazine1813
Droperidol	antagonist	1813	DRD2	Inhibitor	Droperidol1813
Chlorpromazine	antagonist	1813	DRD2	Inhibitor	Chlorpromazine1813
Olanzapine	antagonist	1813	DRD2	Inhibitor	Olanzapine1813
Levodopa	agonist	1814	DRD3	Activator	Levodopa1814
Pimozide	antagonist	1814	DRD3	Inhibitor	Pimozide1814
Dopamine	agonist	1814	DRD3	Activator	Dopamine1814
Apomorphine	agonist	1814	DRD3	Activator	Apomorphine1814
Amisulpride	antagonist	1814	DRD3	Inhibitor	Amisulpride1814
Ropinirole	agonist	1814	DRD3	Activator	Ropinirole1814
Lisuride	agonist	1814	DRD3	Activator	Lisuride1814
Rotigotine	agonist	1814	DRD3	Activator	Rotigotine1814
Domperidone	antagonist	1814	DRD3	Inhibitor	Domperidone1814
Pramipexole	agonist	1814	DRD3	Activator	Pramipexole1814
Paliperidone	antagonist	1814	DRD3	Inhibitor	Paliperidone1814
Dihydro-alpha-ergocryptine	partial agonist	1814	DRD3	Activator	Dihydro-alpha-ergocryptine1814
Pramipexole	agonist	1815	DRD4	Activator	Pramipexole1815
Paliperidone	antagonist	1815	DRD4	Inhibitor	Paliperidone1815
Levodopa	agonist	1815	DRD4	Activator	Levodopa1815
Lisuride	agonist	1815	DRD4	Activator	Lisuride1815
Dopamine	agonist	1815	DRD4	Activator	Dopamine1815
Apomorphine	agonist	1815	DRD4	Activator	Apomorphine1815
Rotigotine	agonist	1815	DRD4	Activator	Rotigotine1815
Flibanserin	antagonist|agonist	1815	DRD4	Modulator	Flibanserin1815
Zuclopenthixol	antagonist	1816	DRD5	Inhibitor	Zuclopenthixol1816
Fenoldopam	agonist	1816	DRD5	Activator	Fenoldopam1816
Levodopa	agonist	1816	DRD5	Activator	Levodopa1816
Dopamine	agonist	1816	DRD5	Activator	Dopamine1816
Tipiracil	inhibitor	1890	TYMP	Inhibitor	Tipiracil1890
Omega-3-carboxylic acids	potentiator	1892	ECHS1	Activator	Omega-3-carboxylic acids1892
Ponesimod	agonist|modulator|regulator	1901	S1PR1	Activator	Ponesimod1901
Ozanimod	agonist	1901	S1PR1	Activator	Ozanimod1901
Fingolimod	modulator	1901	S1PR1	Modulator	Fingolimod1901
Fingolimod	modulator	1903	S1PR3	Modulator	Fingolimod1903
Bosentan	antagonist	1909	EDNRA	Inhibitor	Bosentan1909
Macitentan	antagonist	1909	EDNRA	Inhibitor	Macitentan1909
Ambrisentan	antagonist	1909	EDNRA	Inhibitor	Ambrisentan1909
Bosentan	antagonist	1910	EDNRB	Inhibitor	Bosentan1910
Moxetumomab pasudotox	inactivator	1938	EEF2	Inhibitor	Moxetumomab pasudotox1938
Sucralfate	inducer	1950	EGF	Activator	Sucralfate1950
Cetuximab	binder	1956	EGFR	Ligand	Cetuximab1956
Brigatinib	inhibitor	1956	EGFR	Inhibitor	Brigatinib1956
Neratinib	inhibitor	1956	EGFR	Inhibitor	Neratinib1956
Afatinib	inhibitor	1956	EGFR	Inhibitor	Afatinib1956
Mobocertinib	inhibitor	1956	EGFR	Inhibitor	Mobocertinib1956
Osimertinib	inhibitor|regulator	1956	EGFR	Inhibitor	Osimertinib1956
Gefitinib	antagonist	1956	EGFR	Inhibitor	Gefitinib1956
Erlotinib	antagonist	1956	EGFR	Inhibitor	Erlotinib1956
Foreskin keratinocyte (neonatal)	agonist	1956	EGFR	Activator	Foreskin keratinocyte (neonatal)1956
Necitumumab	antagonist	1956	EGFR	Inhibitor	Necitumumab1956
Panitumumab	suppressor	1956	EGFR	Inhibitor	Panitumumab1956
Amivantamab	antibody|downregulator	1956	EGFR	Inhibitor	Amivantamab1956
Lapatinib	antagonist	1956	EGFR	Inhibitor	Lapatinib1956
Dacomitinib	inhibitor	1956	EGFR	Inhibitor	Dacomitinib1956
Regorafenib	inhibitor	1969	EPHA2	Inhibitor	Regorafenib1969
Dasatinib	antagonist	1969	EPHA2	Inhibitor	Dasatinib1969
Alpha-1-proteinase inhibitor	inhibitor	1991	ELANE	Inhibitor	Alpha-1-proteinase inhibitor1991
Belzutifan	inhibitor	2034	EPAS1	Inhibitor	Belzutifan2034
Darbepoetin alfa	agonist	2057	EPOR	Activator	Darbepoetin alfa2057
Methoxy polyethylene glycol-epoetin beta	stimulator	2057	EPOR	Activator	Methoxy polyethylene glycol-epoetin beta2057
Peginesatide	stimulator	2057	EPOR	Activator	Peginesatide2057
Erythropoietin	agonist	2057	EPOR	Activator	Erythropoietin2057
Pertuzumab	binder|antibody	2064	ERBB2	Ligand	Pertuzumab2064
Margetuximab	antagonist	2064	ERBB2	Inhibitor	Margetuximab2064
Lapatinib	antagonist	2064	ERBB2	Inhibitor	Lapatinib2064
Trastuzumab	binder|antibody	2064	ERBB2	Ligand	Trastuzumab2064
Trastuzumab emtansine	antibody	2064	ERBB2	Ligand	Trastuzumab emtansine2064
Afatinib	inhibitor	2064	ERBB2	Inhibitor	Afatinib2064
Tucatinib	inhibitor	2064	ERBB2	Inhibitor	Tucatinib2064
Afatinib	inhibitor	2066	ERBB4	Inhibitor	Afatinib2066
Estradiol benzoate	agonist	2099	ESR1	Activator	Estradiol benzoate2099
Raloxifene	agonist	2099	ESR1	Activator	Raloxifene2099
Synthetic Conjugated Estrogens, A	ligand	2099	ESR1	Ligand	Synthetic Conjugated Estrogens, A2099
Desogestrel	agonist	2099	ESR1	Activator	Desogestrel2099
Fluoxymesterone	antagonist	2099	ESR1	Inhibitor	Fluoxymesterone2099
Toremifene	modulator	2099	ESR1	Modulator	Toremifene2099
Clomifene	antagonist|agonist	2099	ESR1	Modulator	Clomifene2099
Conjugated estrogens	agonist	2099	ESR1	Activator	Conjugated estrogens2099
Estradiol dienanthate	agonist	2099	ESR1	Activator	Estradiol dienanthate2099
Ethynodiol diacetate	agonist	2099	ESR1	Activator	Ethynodiol diacetate2099
Quinestrol	agonist|modulator	2099	ESR1	Activator	Quinestrol2099
Bazedoxifene	antagonist|agonist	2099	ESR1	Modulator	Bazedoxifene2099
Fulvestrant	antagonist	2099	ESR1	Inhibitor	Fulvestrant2099
Estradiol valerate	agonist	2099	ESR1	Activator	Estradiol valerate2099
Estradiol acetate	agonist	2099	ESR1	Activator	Estradiol acetate2099
Medroxyprogesterone acetate	agonist	2099	ESR1	Activator	Medroxyprogesterone acetate2099
Estrone	agonist	2099	ESR1	Activator	Estrone2099
Lasofoxifene	antagonist|agonist|negative modulator	2099	ESR1	Modulator	Lasofoxifene2099
Norgestimate	agonist	2099	ESR1	Activator	Norgestimate2099
Levonorgestrel	other	2099	ESR1	Other	Levonorgestrel2099
Estrone sulfate	agonist	2099	ESR1	Activator	Estrone sulfate2099
Ospemifene	antagonist|agonist	2099	ESR1	Modulator	Ospemifene2099
Synthetic Conjugated Estrogens, B	ligand	2099	ESR1	Ligand	Synthetic Conjugated Estrogens, B2099
Estramustine	agonist	2099	ESR1	Activator	Estramustine2099
Danazol	agonist	2099	ESR1	Activator	Danazol2099
Dienestrol	agonist	2099	ESR1	Activator	Dienestrol2099
Tibolone	antagonist|agonist	2099	ESR1	Modulator	Tibolone2099
Tamoxifen	antagonist|agonist	2099	ESR1	Modulator	Tamoxifen2099
Ethinylestradiol	agonist	2099	ESR1	Activator	Ethinylestradiol2099
Estradiol cypionate	agonist	2099	ESR1	Activator	Estradiol cypionate2099
Estradiol	agonist	2099	ESR1	Activator	Estradiol2099
Estriol	agonist	2099	ESR1	Activator	Estriol2099
Mestranol	agonist	2099	ESR1	Activator	Mestranol2099
Polyestradiol phosphate	agonist	2099	ESR1	Activator	Polyestradiol phosphate2099
Lasofoxifene	agonist	2100	ESR2	Activator	Lasofoxifene2100
Estradiol benzoate	agonist	2100	ESR2	Activator	Estradiol benzoate2100
Estradiol	agonist	2100	ESR2	Activator	Estradiol2100
Estradiol dienanthate	agonist	2100	ESR2	Activator	Estradiol dienanthate2100
Estradiol valerate	agonist	2100	ESR2	Activator	Estradiol valerate2100
Estramustine	other	2100	ESR2	Other	Estramustine2100
Conjugated estrogens	agonist	2100	ESR2	Activator	Conjugated estrogens2100
Estradiol cypionate	agonist	2100	ESR2	Activator	Estradiol cypionate2100
Estradiol acetate	agonist	2100	ESR2	Activator	Estradiol acetate2100
Raloxifene	agonist	2100	ESR2	Activator	Raloxifene2100
Tamoxifen	antagonist|agonist	2100	ESR2	Modulator	Tamoxifen2100
Metformin	inhibitor	2110	ETFDH	Inhibitor	Metformin2110
Tazemetostat	inhibitor	2146	EZH2	Inhibitor	Tazemetostat2146
Anti-inhibitor coagulant complex	agonist	2147	F2	Activator	Anti-inhibitor coagulant complex2147
Dabigatran etexilate	inhibitor	2147	F2	Inhibitor	Dabigatran etexilate2147
Turoctocog alfa	binder	2147	F2	Ligand	Turoctocog alfa2147
Argatroban	inhibitor	2147	F2	Inhibitor	Argatroban2147
Conestat alfa	inhibitor	2147	F2	Inhibitor	Conestat alfa2147
Turoctocog alfa pegol	binder	2147	F2	Ligand	Turoctocog alfa pegol2147
Thrombomodulin Alfa	inhibitor	2147	F2	Inhibitor	Thrombomodulin Alfa2147
Antithrombin Alfa	inhibitor	2147	F2	Inhibitor	Antithrombin Alfa2147
Bivalirudin	inhibitor	2147	F2	Inhibitor	Bivalirudin2147
Vorapaxar	antagonist	2149	F2R	Inhibitor	Vorapaxar2149
Tisotumab vedotin	antibody	2152	F3	Ligand	Tisotumab vedotin2152
Coagulation factor VII human	activator	2152	F3	Activator	Coagulation factor VII human2152
Protein C	inactivator	2153	F5	Inhibitor	Protein C2153
Protein S human	antagonist	2153	F5	Inhibitor	Protein S human2153
Thrombin alfa	activator	2153	F5	Activator	Thrombin alfa2153
Anti-inhibitor coagulant complex	agonist	2153	F5	Activator	Anti-inhibitor coagulant complex2153
Human thrombin	activator	2153	F5	Activator	Human thrombin2153
Thrombin	activator	2153	F5	Activator	Thrombin2153
Coagulation Factor IX Human	ligand	2155	F7	Ligand	Coagulation Factor IX Human2155
Anti-inhibitor coagulant complex	agonist	2155	F7	Activator	Anti-inhibitor coagulant complex2155
Coagulation Factor IX (Recombinant)	ligand	2155	F7	Ligand	Coagulation Factor IX (Recombinant)2155
Nonacog beta pegol	cofactor	2155	F7	Other	Nonacog beta pegol2155
Nonacog beta pegol	cofactor	2157	F8	Other	Nonacog beta pegol2157
Human thrombin	activator	2157	F8	Activator	Human thrombin2157
Protein C	inactivator	2157	F8	Inhibitor	Protein C2157
Damoctocog alfa pegol	binder	2157	F8	Ligand	Damoctocog alfa pegol2157
Thrombin alfa	activator	2157	F8	Activator	Thrombin alfa2157
Vonicog alfa	stabilization	2157	F8	Other	Vonicog alfa2157
Coagulation Factor IX (Recombinant)	cofactor	2157	F8	Other	Coagulation Factor IX (Recombinant)2157
Anti-inhibitor coagulant complex	agonist	2157	F8	Activator	Anti-inhibitor coagulant complex2157
Von Willebrand factor human	carrier|stabilization	2157	F8	Other	Von Willebrand factor human2157
Coagulation Factor IX Human	cofactor	2157	F8	Other	Coagulation Factor IX Human2157
Thrombin	activator	2157	F8	Activator	Thrombin2157
Emicizumab	cofactor	2158	F9	Other	Emicizumab2158
Turoctocog alfa	activator	2158	F9	Activator	Turoctocog alfa2158
Antihemophilic factor human	activator	2158	F9	Activator	Antihemophilic factor human2158
Coagulation factor VII human	activator	2158	F9	Activator	Coagulation factor VII human2158
Turoctocog alfa pegol	activator	2158	F9	Activator	Turoctocog alfa pegol2158
Lonoctocog alfa	cofactor	2158	F9	Other	Lonoctocog alfa2158
Antihemophilic factor, human recombinant	cofactor	2158	F9	Other	Antihemophilic factor, human recombinant2158
Moroctocog alfa	cofactor	2158	F9	Other	Moroctocog alfa2158
Emicizumab	activator	2159	F10	Activator	Emicizumab2159
Nonacog beta pegol	agonist	2159	F10	Activator	Nonacog beta pegol2159
Edoxaban	inhibitor	2159	F10	Inhibitor	Edoxaban2159
Bemiparin	antagonist	2159	F10	Inhibitor	Bemiparin2159
Coagulation factor VII human	activator	2159	F10	Activator	Coagulation factor VII human2159
Turoctocog alfa pegol	activator	2159	F10	Activator	Turoctocog alfa pegol2159
Coagulation Factor IX (Recombinant)	activator	2159	F10	Activator	Coagulation Factor IX (Recombinant)2159
Moroctocog alfa	activator	2159	F10	Activator	Moroctocog alfa2159
Lonoctocog alfa	activator	2159	F10	Activator	Lonoctocog alfa2159
Antihemophilic factor human	activator	2159	F10	Activator	Antihemophilic factor human2159
Rivaroxaban	antagonist	2159	F10	Inhibitor	Rivaroxaban2159
Anti-inhibitor coagulant complex	agonist	2159	F10	Activator	Anti-inhibitor coagulant complex2159
Antithrombin Alfa	inhibitor	2159	F10	Inhibitor	Antithrombin Alfa2159
Coagulation Factor IX Human	activator	2159	F10	Activator	Coagulation Factor IX Human2159
Heparin	inhibitor	2159	F10	Inhibitor	Heparin2159
Enoxaparin	inhibitor	2159	F10	Inhibitor	Enoxaparin2159
Apixaban	inhibitor	2159	F10	Inhibitor	Apixaban2159
Antihemophilic factor, human recombinant	activator	2159	F10	Activator	Antihemophilic factor, human recombinant2159
Fondaparinux	inhibitor	2159	F10	Inhibitor	Fondaparinux2159
Albutrepenonacog alfa	activator	2159	F10	Activator	Albutrepenonacog alfa2159
Turoctocog alfa	activator	2159	F10	Activator	Turoctocog alfa2159
Betrixaban	inhibitor	2159	F10	Inhibitor	Betrixaban2159
Protein S human	antagonist	2159	F10	Inhibitor	Protein S human2159
Human C1-esterase inhibitor	inhibitor	2160	F11	Inhibitor	Human C1-esterase inhibitor2160
Human thrombin	activator	2160	F11	Activator	Human thrombin2160
Coagulation Factor IX Human	ligand	2160	F11	Ligand	Coagulation Factor IX Human2160
Thrombin	activator	2160	F11	Activator	Thrombin2160
Conestat alfa	inhibitor	2160	F11	Inhibitor	Conestat alfa2160
Coagulation Factor IX (Recombinant)	ligand	2160	F11	Ligand	Coagulation Factor IX (Recombinant)2160
Human C1-esterase inhibitor	inhibitor	2161	F12	Inhibitor	Human C1-esterase inhibitor2161
Conestat alfa	inhibitor	2161	F12	Inhibitor	Conestat alfa2161
Thrombin	activator	2162	F13A1	Activator	Thrombin2162
Anti-inhibitor coagulant complex	agonist	2162	F13A1	Activator	Anti-inhibitor coagulant complex2162
Prothrombin	agonist	2162	F13A1	Activator	Prothrombin2162
Human thrombin	activator	2162	F13A1	Activator	Human thrombin2162
Thrombin	activator	2165	F13B	Activator	Thrombin2165
Human thrombin	activator	2165	F13B	Activator	Human thrombin2165
Catridecacog	other	2165	F13B	Other	Catridecacog2165
Icosapent	agonist	2173	FABP7	Activator	Icosapent2173
Benzylpenicilloyl polylysine	agonist	2205	FCER1A	Activator	Benzylpenicilloyl polylysine2205
Omalizumab	inhibitor	2205	FCER1A	Inhibitor	Omalizumab2205
Omalizumab	inhibitor	2206	MS4A2	Inhibitor	Omalizumab2206
Benzylpenicilloyl polylysine	agonist	2207	FCER1G	Activator	Benzylpenicilloyl polylysine2207
Trastuzumab deruxtecan	antibody	2209	FCGR1A	Ligand	Trastuzumab deruxtecan2209
Human immunoglobulin G	antagonist	2209	FCGR1A	Inhibitor	Human immunoglobulin G2209
Human immunoglobulin G	antagonist	2212	FCGR2A	Inhibitor	Human immunoglobulin G2212
Antithymocyte immunoglobulin (rabbit)	other	2213	FCGR2B	Other	Antithymocyte immunoglobulin (rabbit)2213
Human immunoglobulin G	antagonist	2213	FCGR2B	Inhibitor	Human immunoglobulin G2213
Amivantamab	inducer	2214	FCGR3A	Activator	Amivantamab2214
Benralizumab	binding	2214	FCGR3A	Ligand	Benralizumab2214
Human immunoglobulin G	antagonist	2214	FCGR3A	Inhibitor	Human immunoglobulin G2214
Human immunoglobulin G	antagonist	2215	FCGR3B	Inhibitor	Human immunoglobulin G2215
Efgartigimod alfa	binder	2217	FCGRT	Ligand	Efgartigimod alfa2217
Zoledronic acid	inhibitor	2224	FDPS	Inhibitor	Zoledronic acid2224
Ibandronate	inhibitor	2224	FDPS	Inhibitor	Ibandronate2224
Pamidronic acid	inhibitor	2224	FDPS	Inhibitor	Pamidronic acid2224
Alendronic acid	inhibitor	2224	FDPS	Inhibitor	Alendronic acid2224
Risedronic acid	inhibitor	2224	FDPS	Inhibitor	Risedronic acid2224
Alteplase	binder	2243	FGA	Ligand	Alteplase2243
Anti-inhibitor coagulant complex	cleavage	2243	FGA	Other	Anti-inhibitor coagulant complex2243
Prothrombin	cleavage	2243	FGA	Other	Prothrombin2243
Thrombin	activator	2243	FGA	Activator	Thrombin2243
Human thrombin	activator	2243	FGA	Activator	Human thrombin2243
Reteplase	other	2243	FGA	Other	Reteplase2243
Thrombin alfa	activator	2243	FGA	Activator	Thrombin alfa2243
Tenecteplase	other	2243	FGA	Other	Tenecteplase2243
Anistreplase	other	2243	FGA	Other	Anistreplase2243
Prothrombin	cleavage	2244	FGB	Other	Prothrombin2244
Human thrombin	activator	2244	FGB	Activator	Human thrombin2244
Thrombin	activator	2244	FGB	Activator	Thrombin2244
Thrombin alfa	activator	2244	FGB	Activator	Thrombin alfa2244
Anti-inhibitor coagulant complex	cleavage	2244	FGB	Other	Anti-inhibitor coagulant complex2244
Pentosan polysulfate	antagonist	2246	FGF1	Inhibitor	Pentosan polysulfate2246
Foreskin keratinocyte (neonatal)	agonist	2246	FGF1	Activator	Foreskin keratinocyte (neonatal)2246
Sucralfate	agonist|inducer	2247	FGF2	Activator	Sucralfate2247
Pentosan polysulfate	antagonist	2247	FGF2	Inhibitor	Pentosan polysulfate2247
Pemigatinib	inhibitor	2260	FGFR1	Inhibitor	Pemigatinib2260
Erdafitinib	inhibitor	2260	FGFR1	Inhibitor	Erdafitinib2260
Lenvatinib	inhibitor	2260	FGFR1	Inhibitor	Lenvatinib2260
Regorafenib	inhibitor	2260	FGFR1	Inhibitor	Regorafenib2260
Sorafenib	inhibitor	2260	FGFR1	Inhibitor	Sorafenib2260
Futibatinib	inhibitor	2260	FGFR1	Inhibitor	Futibatinib2260
Nintedanib	inhibitor	2260	FGFR1	Inhibitor	Nintedanib2260
Infigratinib	inhibitor	2260	FGFR1	Inhibitor	Infigratinib2260
Infigratinib	inhibitor	2261	FGFR3	Inhibitor	Infigratinib2261
Erdafitinib	inhibitor	2261	FGFR3	Inhibitor	Erdafitinib2261
Lenvatinib	inhibitor	2261	FGFR3	Inhibitor	Lenvatinib2261
Futibatinib	inhibitor	2261	FGFR3	Inhibitor	Futibatinib2261
Pemigatinib	inhibitor	2261	FGFR3	Inhibitor	Pemigatinib2261
Nintedanib	inhibitor	2261	FGFR3	Inhibitor	Nintedanib2261
Infigratinib	inhibitor	2263	FGFR2	Inhibitor	Infigratinib2263
Regorafenib	inhibitor	2263	FGFR2	Inhibitor	Regorafenib2263
Futibatinib	inhibitor	2263	FGFR2	Inhibitor	Futibatinib2263
Nintedanib	inhibitor	2263	FGFR2	Inhibitor	Nintedanib2263
Lenvatinib	inhibitor	2263	FGFR2	Inhibitor	Lenvatinib2263
Pemigatinib	inhibitor	2263	FGFR2	Inhibitor	Pemigatinib2263
Erdafitinib	inhibitor	2263	FGFR2	Inhibitor	Erdafitinib2263
Palifermin	agonist|binder	2263	FGFR2	Activator	Palifermin2263
Lenvatinib	inhibitor	2264	FGFR4	Inhibitor	Lenvatinib2264
Infigratinib	inhibitor	2264	FGFR4	Inhibitor	Infigratinib2264
Erdafitinib	inhibitor	2264	FGFR4	Inhibitor	Erdafitinib2264
Futibatinib	inhibitor	2264	FGFR4	Inhibitor	Futibatinib2264
Alteplase	binder	2266	FGG	Ligand	Alteplase2266
Thrombin	activator	2266	FGG	Activator	Thrombin2266
Human thrombin	activator	2266	FGG	Activator	Human thrombin2266
Thrombin alfa	activator	2266	FGG	Activator	Thrombin alfa2266
Tacrolimus	inhibitor	2280	FKBP1A	Inhibitor	Tacrolimus2280
Sunitinib	inhibitor	2321	FLT1	Inhibitor	Sunitinib2321
Axitinib	inhibitor	2321	FLT1	Inhibitor	Axitinib2321
Regorafenib	inhibitor	2321	FLT1	Inhibitor	Regorafenib2321
Pazopanib	inhibitor	2321	FLT1	Inhibitor	Pazopanib2321
Sorafenib	inhibitor	2321	FLT1	Inhibitor	Sorafenib2321
Nintedanib	inhibitor	2321	FLT1	Inhibitor	Nintedanib2321
Lenvatinib	inhibitor	2321	FLT1	Inhibitor	Lenvatinib2321
Tivozanib	inhibitor	2321	FLT1	Inhibitor	Tivozanib2321
Foreskin fibroblast (neonatal)	agonist	2321	FLT1	Activator	Foreskin fibroblast (neonatal)2321
Sorafenib	antagonist	2322	FLT3	Inhibitor	Sorafenib2322
Midostaurin	antagonist|inhibitor	2322	FLT3	Inhibitor	Midostaurin2322
Gilteritinib	inhibitor	2322	FLT3	Inhibitor	Gilteritinib2322
Pacritinib	inhibitor	2322	FLT3	Inhibitor	Pacritinib2322
Sunitinib	inhibitor	2322	FLT3	Inhibitor	Sunitinib2322
Fedratinib	inhibitor	2322	FLT3	Inhibitor	Fedratinib2322
Lenvatinib	inhibitor	2324	FLT4	Inhibitor	Lenvatinib2324
Sorafenib	antagonist	2324	FLT4	Inhibitor	Sorafenib2324
Axitinib	inhibitor	2324	FLT4	Inhibitor	Axitinib2324
Tivozanib	inhibitor	2324	FLT4	Inhibitor	Tivozanib2324
Regorafenib	inhibitor	2324	FLT4	Inhibitor	Regorafenib2324
Pazopanib	other	2324	FLT4	Other	Pazopanib2324
Nintedanib	inhibitor	2324	FLT4	Inhibitor	Nintedanib2324
Sunitinib	inhibitor	2324	FLT4	Inhibitor	Sunitinib2324
Ocriplasmin	cleavage	2335	FN1	Other	Ocriplasmin2335
Lonafarnib	inhibitor	2339	FNTA	Inhibitor	Lonafarnib2339
Lonafarnib	inhibitor	2342	FNTB	Inhibitor	Lonafarnib2342
Capromab pendetide	other	2346	FOLH1	Other	Capromab pendetide2346
Piflufolastat F 18	binder	2346	FOLH1	Ligand	Piflufolastat F 182346
Mirvetuximab soravtansine	binder	2348	FOLR1	Ligand	Mirvetuximab soravtansine2348
Pafolacianine	ligand	2348	FOLR1	Ligand	Pafolacianine2348
Pralatrexate	substrate	2356	FPGS	Ligand	Pralatrexate2356
Regorafenib	inhibitor	2444	FRK	Inhibitor	Regorafenib2444
Sirolimus	inhibitor	2475	MTOR	Inhibitor	Sirolimus2475
Temsirolimus	inhibitor	2475	MTOR	Inhibitor	Temsirolimus2475
Pimecrolimus	potentiator	2475	MTOR	Activator	Pimecrolimus2475
Everolimus	inhibitor	2475	MTOR	Inhibitor	Everolimus2475
Corifollitropin alfa	agonist	2492	FSHR	Activator	Corifollitropin alfa2492
Urofollitropin	agonist	2492	FSHR	Activator	Urofollitropin2492
