circuit_name,ABAT,AGTR1,AHR,ALOX5,ANXA2,BST1,BTK,C5AR1,CA12,CACNA1B,CACNA1C,CACNA1S,CD3E,CD247,CD4,CDA,CD52,CHRNA4,CHRNB2,CNR2,CSF2RB,CSF3R,TYMP,EGFR,EZH2,FCER1G,FCGR2A,FCGR3B,FGFR3,GHR,HBA1,HBB,HMGCR,ICAM1,IFNAR2,IFNG,IL1B,IL1R1,IL2RB,IL2RG,ITGAL,JAK3,KCNA3,KCNC1,KRT2,LCK,LPL,LTA,TACSTD2,MST1R,NFKB1,NNMT,NPR1,PIK3CD,PIK3CG,PLAT,PPARG,PSMB8,PSMB9,PSMB10,PTAFR,RYR1,SCN1B,SCN2A,SCN4A,SCN8A,PMEL,SLC5A1,SRD5A1,AKR1D1,ELOVL4,SYK,TFPI,TGFB1,TNF,TNFRSF1A,TYK2,TYR,VDR,VEGFA,VWF,AOC3,IL1RL2,HCAR3,TUBB3,HRH3,S1PR5,SLC12A5,SLAMF7,NOD2,DGAT2,VKORC1L1,HCAR2
NF-kappa B signaling pathway: TNFAIP3,-0.0,-0.0,0.15622404911931534,0.432767960101271,0.12659092918007112,0.0,0.38748068440887545,0.24093800059319384,0.0,-0.0,-0.3738592264124022,-0.0,0.3304139867321879,0.3448585971041424,0.24056215588478594,0.0,0.34839483355714823,-0.0,-0.0,0.39596381663149527,0.4238446798180539,0.3333006527113416,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.4274942231721082,0.0,0.1529816093758164,0.0,0.2265838991964663,0.32705769549099156,0.34644939365345523,0.41631192045604926,0.0,-0.11803468311383729,-0.0,0.33030817831445786,-0.0,0.0,0.0,0.0,0.14400218703931023,0.0,0.0,0.41184158160089096,0.0,-0.0,0.025731398205291384,0.24734848756015254,0.3004781548598429,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.37216473065724187,0.0,0.231575065623702,0.0828772649534023,0.0,0.4449429231793077,0.0,0.0,0.0,0.0,0.0,0.0,0.1928207151462604,-0.0,-0.0,0.0,-0.0,0.24952223891462014,0.0,0.0,0.0,0.09909977129510873
NF-kappa B signaling pathway: TRAF1,-0.0,-0.0,0.11571169865599044,0.34658500176822776,0.08111947523602818,0.0,0.34330831416513286,0.1886408144881201,-0.0,-0.0,-0.3317886026904357,-0.0,0.2826917944518934,0.29845918619342976,0.19664335915580697,0.0,0.2908487627709596,-0.0,-0.0,0.36051705448063476,0.32635022623439935,0.25783620923069916,0.0,-0.0,0.0,0.22539614280583725,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.3573320484077028,0.0,0.10733096493254692,0.0,0.18402841890597857,0.2723931307861323,0.30163846281330636,0.35662378794370064,0.427691941439378,-0.0,-0.0,0.2982995962641582,-0.0,0.0,0.0,0.0,0.08679173648814555,0.0,0.0,0.3584999418703789,0.0,-0.475746577611187,0.0,0.18787740261360544,0.26872172144225964,0.48011845442059675,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.3335389401907696,-0.0,0.19704649940283486,0.06098966722396575,0.0,0.39849177812363407,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.20012388016730287,0.0,-0.0,-0.0,0.05705908557185806
NF-kappa B signaling pathway: CXCL8,0.0,-0.0,0.0,0.35562542469374947,0.0,0.0,0.25137447942580005,0.23916120940127136,-0.0,-0.0,-0.0,-0.0,0.0,0.27548858124820325,0.0,0.0,0.23884290912833483,-0.0,-0.0,0.0,0.2947197433331323,0.3665158881349923,0.22970622453344125,-0.0,-0.0,0.2637761477287255,0.0,0.0,-0.0,0.0,0.3040857265345126,0.0,-0.0,0.5163723348891222,0.27694268389734794,0.1725001655899399,0.1851426525106391,0.0,0.1574523266981284,0.23141196026968008,0.2578954778016409,0.31159325858887676,0.0,-0.0,-0.0,0.22225204311424426,0.0,0.0,-0.0,-0.0,0.07420304287608127,0.0,0.0,0.2724756227232301,0.0,-0.0,0.0,0.1605030634439591,0.17721103927927365,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.2580688177630825,0.07155255270156714,0.0,0.29407866415616346,-0.0,0.0,1.0,0.0,0.0,-0.0,0.20446747161295842,0.0,-0.0,0.0,-0.0,0.173330224640607,0.0,-0.0,-0.0,0.08122353565915078
Sphingolipid signaling pathway: BAX,0.0,-0.0,0.0,0.28803396817294447,0.0,0.0,0.20618750955221885,0.2724900337090865,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.1597156351241693,0.0,0.0,0.0,0.24492658873508555,0.2483263738627883,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.3043044055889697,-0.0,0.17540419943806643,0.0,0.0629046757383004,0.16866289181346733,0.1359094210818321,0.0,0.0,0.0,-0.0,0.10008194377900897,-0.03485474977889552,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.19970018303590525,0.0,-0.0,0.0,0.24627803973454312,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.12038950896426194,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.05631252935082429,0.0,0.25954225365802225,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.34750075029182514,0.0,0.0,0.13107038479593947,0.0,0.0,0.0,0.0,0.0
Sphingolipid signaling pathway: TP53 BCL2,-0.0,0.0,0.0,-0.0,0.00047006280891030385,-0.0,-0.0,-0.0,-0.0,-0.0006328317003942726,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0006860262871525135,-0.0010220225987020047,0.0,-0.0,-0.00047700113169205815,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.000169777617709094,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.000202981399919557,-0.00025047663343459337,-0.0,-0.0,-0.0,-0.0007346536824442044,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0006472812973342883,0.0,0.00047349888341551954,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.00023813980224434667,-0.0005563913626058751,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.00017286514700314075,0.0006160210617668334,-0.0,0.0,-0.0,0.0,0.0,0.0003919807266297336,-0.0,-0.0,-0.0014093120193208522,-0.0008120030224311767,-0.0,-0.0007173907225211182,-0.000349122074835797,-0.0,-0.0,0.0,-0.0
Sphingolipid signaling pathway: BAX*,0.0,-0.0,0.0,0.49793616081619957,0.0,0.5301508062649298,0.40593943234999136,0.5176893492489371,0.0,-0.0,-0.0,0.0,0.0,0.2957926770431033,0.0,0.0,0.33049560749479645,0.0,0.0,0.0,0.40072029022861483,0.5481619594238667,0.0,-0.0,0.0,0.5463228653432375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4817384462280271,-0.0,0.2062772713933658,0.0,0.14050385516142105,0.32000522346305327,0.29268153644023953,0.4190413678559158,0.0,0.0,-0.0,0.20065858661989155,0.03421420598635587,0.0,0.0,0.0,0.0,-0.0,-0.0,0.351177866836929,0.0,-0.0,0.051327691998044156,0.4231162329897082,0.3962725002927928,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.6552887119443686,-0.0,0.5274850560560789,0.09691388655555512,0.0,0.4859902288497164,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.38032813405951205,0.0,0.0,0.0,0.18803810832053425,0.0,0.0,0.0,0.0
Cell cycle: SMC1B SMC3 STAG1 RAD21,0.0,0.0,-0.0,-0.0,-0.05971380398319459,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.04959429849166603,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.410100765649218,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.063449502137441,-0.05401820305486133,-0.027441033390626864,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.2225195341397541,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.10414718070164555,-0.0,-0.0,0.0,0.0,0.0,0.0,0.01693787117229345,-0.0,0.0,-0.12539849908434844,-0.2525990614417885,-0.0,-0.0,-0.0,-0.0,-0.0,-0.019697989764521237,-0.0,-0.0,-0.0,-0.2970447858827817,-0.0,-0.0,-0.0,-0.0,-0.1476056423580833,0.0,0.0,-0.2761074422043117,0.0,-0.10079487146930113,-0.20385766249342802,-0.02466161526894598,-0.0,-0.08968767209423378
Cell cycle: RB1,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,2.1388756186272968e-13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-7.049270921367267e-14,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0
Oocyte meiosis: REC8*,0.0,-0.0,-0.0,0.0,-1.653021075740232e-05,-0.0,0.0,0.0,-0.0,1.8796672146854696e-05,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,1.670108376104241e-05,2.389466212279159e-05,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-4.5611606442437265e-06,5.2667310198411925e-06,7.260196967558793e-06,0.0,0.0,2.200262375390802e-05,-0.0,0.0,0.0,0.0,-0.0,-0.0,-1.7659259755684886e-05,-0.0,-0.0,8.700816431837126e-06,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,8.084217719667957e-06,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-2.1526787304115097e-06,-1.2517337584716121e-05,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-1.8124271854648776e-05,2.702855012774258e-05,1.9885229990364942e-05,-0.0,1.8888604726106348e-05,-0.0,-2.7867528112233184e-05,-5.1369676400359485e-06,-0.0,-9.849911173382529e-06
mTOR signaling pathway: EIF4E,-0.0,0.0,0.0,-5.837635075375985e-06,-0.0,-0.0,-6.277868742496347e-06,-0.0,-0.0,-0.0,0.0,2.275155285690074e-05,-0.0,-0.0,-0.0,-0.0,-4.202998837303122e-06,0.0,-0.0,-0.0,-0.0,-4.6734325503345345e-06,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.4676235854228804e-06,-0.0,-0.0,0.0,-0.0,-7.636358113452998e-06,-0.0,-0.0,-0.0,-1.5653722089775328e-06,-3.6283190469679087e-06,-4.100371140412439e-06,-0.0,-0.0,0.0,-0.0,-3.5242469779019936e-06,-6.653344148376343e-07,-0.0,0.0,0.0,0.0,0.0,0.0,-5.545547711722288e-06,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0,0.0,2.0804089733121095e-06,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-6.860823931465819e-07,0.0,-6.849455452063782e-06,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
mTOR signaling pathway: RPS6,0.0,-0.0,-0.0,8.358741801222047e-06,-0.0,0.0,1.0664829387832921e-05,0.0,0.0,0.0,-1.594890256553612e-05,-0.0,0.0,0.0,-0.0,0.0,6.973111284101725e-06,0.0,0.0,0.0,0.0,6.728797349050229e-06,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-1.6514663903195305e-06,0.0,0.0,-0.0,0.0,1.3815821603466883e-05,-0.0,0.0,-0.0,2.6564129274511997e-06,6.535319862379947e-06,6.492651284731342e-06,0.0,0.0,0.0,0.0,5.9756242354475146e-06,0.0,0.0,0.0,-0.0,-3.7550283962856336e-06,-0.0,-0.0,9.363250238448017e-06,0.0,-0.0,-0.0,0.0,9.676329145573973e-06,0.0,0.0,-0.0,-0.0,0.0,-2.1553224708566065e-06,3.342485465721192e-06,0.0,0.0,0.0,0.0,0.0,1.2276946469514127e-05,-0.0,0.0,1.081210881961893e-06,-5.904044479677672e-06,1.2057052930147436e-05,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.490935551468693e-06,0.0,0.0,0.0,-0.0
mTOR signaling pathway: EIF4B,0.0,-0.0,-0.0,7.493344066621763e-06,-0.0,0.0,9.331041919747981e-06,0.0,0.0,0.0,-1.4429698842483059e-05,-0.0,0.0,0.0,-0.0,0.0,6.029291518984396e-06,0.0,0.0,0.0,6.80797025304361e-06,6.04470091015926e-06,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-1.2832628910901129e-06,0.0,0.0,-0.0,0.0,1.2175841049551075e-05,-0.0,0.0,-0.0,2.379756001527923e-06,5.7950289905775265e-06,5.709533546109456e-06,0.0,0.0,0.0,0.0,5.189831583625978e-06,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.305051249443902e-06,0.0,-0.0,-0.0,0.0,8.386704823303307e-06,0.0,0.0,-0.0,-0.0,0.0,-1.6999133891713797e-06,2.810477200235101e-06,0.0,0.0,-0.0,0.0,0.0,1.1193920787117128e-05,-0.0,7.585498006455248e-06,9.18113368717489e-07,-5.4381265756399936e-06,1.08222223874745e-05,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-3.156926676646084e-06,0.0,0.0,0.0,-0.0
Apoptosis: BIRC2,-0.0,-0.0,0.024809384679623157,0.02050498978827991,0.024495651371955803,0.0,0.020355286762704962,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.02044514397010009,-0.019574302860247583,-0.0,0.0,0.03303681641266203,0.02023436167064354,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.015447535921278099,0.01862718853593772,0.018594587579050935,0.0,0.0,-0.0,-0.0,0.01970266011745097,0.004336689614112685,0.0,-0.0,-0.0,0.01993647015441042,0.0,0.0,0.02420035932203463,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.016376139440160243,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.019452529223910397,0.022263305987459847,0.0,-0.0,-0.0,-0.0,0.0,0.01665720731469564,-0.0,0.0,-0.0,-0.0,-0.0,-0.016736931570450954,0.0,0.0,0.0,-0.0,0.0
Apoptosis: ACTB,-0.0,-0.0,-0.0,-8.8407774685542e-06,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-1.1645457056300828e-05,-1.4697669081045768e-05,-0.0,-1.073506946943154e-05,-0.0,-0.0,-0.0,-1.287562629220605e-05,-1.1136961136865156e-05,-1.6773601759669912e-05,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-9.933660160412841e-06,-1.0802491617118118e-05,-8.219818678951876e-06,-0.0,-0.0,-0.0,0.0,-5.958668220482983e-06,-1.5123226316057246e-06,0.0,0.0,0.0,0.0,0.0,-0.0,-5.491039864142799e-06,-0.0,0.0,-2.77699962039594e-06,-1.3974702875371936e-05,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-2.574057280110103e-06,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-1.2469206838279279e-05,-0.0,-0.0,-0.0,-5.252505579382904e-06
Apoptosis: HRK,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.5086818032221945,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.6287237975222413,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.5086906798091821,0.0,0.0,-0.0,0.0,0.0,0.0,-0.4100253982063329,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.6200125547688305,0.0,0.5303644867722231,0.0,0.0,0.0,-0.0,0.0
Apoptosis: BCL2L1,-0.0,-0.0,0.026166328720143236,0.024852881588014675,0.02753853942822915,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.02104141711183319,-0.02030143068966464,-0.0,0.0,0.033245511838426486,0.029910509403592852,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.01516511797266359,0.019434252657667423,0.019377429867906543,0.0,0.0,-0.02174517997727667,-0.0,0.018223232572968307,0.004787318633401726,0.0,-0.0,-0.0,0.020174143892665034,0.0,0.017776151624821473,0.024503102682741428,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.017946468007777702,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.020325749220556175,0.02471381349082642,0.0,-0.0,-0.0,-0.0,0.0,0.018089289389421843,-0.0,0.0,-0.0,-0.0,-0.0,-0.017844442121348662,0.0,0.0,0.0,-0.0,0.0
Apoptosis: DFFA,-0.0,-0.0,-0.0,-0.04867820386086143,-0.0,-0.0,-0.035115418846453236,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.054783191158061045,-0.0,-0.0,-0.04886641089503805,-0.0,0.0,-0.0,-0.0566863005586121,-0.058480322352409735,-0.06869274369650086,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.04561690160347326,-0.04875511038184583,-0.041471921647203897,-0.0,-0.0,-0.0,0.0,-0.031424817956425016,-0.004690478363000271,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.03201483927368083,-0.0,0.0,-0.0084578671447921,-0.050262218332905,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.011116945493704355,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.04204622265820367,0.0,0.0,-0.0,-0.0,-0.05316059693340283,-0.0,0.0,-0.0,-0.021681751382989074
Apoptosis: SPTA1,0.0,-0.0,-0.0,-0.06849723692144123,-0.0,-0.0,-0.051051165824182565,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.07537612265850914,-0.0,-0.0,-0.06338107750174614,-0.0,0.0,-0.0,-0.06603341690556558,-0.0865516440722267,-0.08406660031176034,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.05131247763953683,-0.06114360234074655,-0.05713911503859019,-0.0,-0.0,0.0,0.0,-0.043063082325510586,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.04557060749026665,-0.0,0.0,-0.012155649476657485,-0.06718452098433592,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.013588096317562998,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.013715472395180785,-0.0,-0.04829215381674843,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.05183086082670789,0.0,0.0,-0.0,-0.0,-0.0625465185393965,-0.0,0.0,-0.0,-0.024538125052638388
Apoptosis: LMNA,-0.0,0.0,-0.0,-0.41192321551776273,0.0,-0.0,-0.32974369233372247,-0.0,0.0,-0.0,0.0,0.0,-0.4745990684057828,-0.4921821760208187,-0.0,-0.0,-0.4543102623077939,-0.0,-0.0,-0.0,-0.4404036146519305,-0.42322718598809816,-0.5109317216101263,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.415961040722085,-0.46438544884443506,-0.38880051920276915,-0.0,-0.0,-0.0,0.0,-0.3298912028215623,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.31409843616023503,-0.0,0.0,-0.05818586713734031,-0.4820701325920133,-0.36151197561149284,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0988728038488357,0.0,-0.3485336831761349,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.31905058175271034,0.0,-0.0,-0.0,-0.0,-0.5190558342337601,-0.0,0.0,-0.0,-0.17439357717420179
Apoptosis: PARP2,-0.0,-0.0,-0.0,-9.878102432167725e-08,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-1.231527714107971e-07,-0.0,-0.0,-9.936677300640362e-08,-1.0502908145044772e-07,-0.0,0.0,-1.2768318366266153e-07,-1.472443406137087e-07,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-8.241112219260958e-08,-1.0275702688438202e-07,-8.367290098625734e-08,-0.0,-0.0,-0.0,0.0,-5.539972777978332e-08,-1.512280055178733e-08,0.0,0.0,0.0,7.536713485796913e-08,0.0,-0.0,-5.949726162312593e-08,-0.0,-0.0,-2.5119458707763772e-08,-1.150959634583855e-07,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-2.3264764672636964e-08,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-9.489785874035344e-08,-9.801768061320674e-08,0.0,0.0,-0.0,-4.602517722591383e-08
Apoptosis: PTPN13,-0.0,-0.0,0.025757305815596588,0.0,0.025941282625390506,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.017602066818244968,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.012440544485743704,0.009702973775955802,0.0,0.0,0.0,-0.0,0.0,0.0,0.003974990469396242,0.0,0.0,0.0,0.01920841621780745,0.0,0.01759382336314308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.016868884233549635,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.016682280353660112,0.02393454731117289,0.0,0.0,0.0,0.0,0.0,0.016051565431419976,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0107587097926486
Apoptosis: CFLAR*,-0.0,-0.0,0.03285765659916862,0.02804219840836879,0.03255771750524769,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.024647793749425915,-0.026440456463918283,-0.0,0.0,0.041080153636121004,0.03218857753612206,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.016755422473462123,0.0216803288899884,0.02296684155457649,0.0,0.0,-0.027658684352172013,-0.0,0.022003418919284163,0.006460389706135385,0.0,-0.0,-0.0,0.026235247285974095,0.0,0.02266414384483901,0.029851333916781082,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.023903999382351708,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.023637203329130368,0.02978326270296765,0.0,-0.0,-0.0,-0.0,0.0,0.023015354400687235,-0.0,0.0,-0.0,-0.0,-0.0,-0.02399383133019556,0.0,0.0,0.0,-0.0,0.0
Apoptosis: GADD45G,-0.0,-0.0,0.0,0.0,0.03134126320168563,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.019698268604394158,-0.02331222393720313,-0.0,0.0,0.0,0.03036140883338591,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.023476478939603466,0.0,0.015783697911824362,0.018858508562629942,0.01794814287331884,0.0,0.0,-0.0,-0.0,0.01736475504518348,0.0057960259406680025,0.0,-0.0,-0.0,0.024635714336922694,0.0,0.021522853711370384,0.02392264354189,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.020696963997329683,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.022403646416868362,0.029243336194934175,0.0,-0.0,-0.0,0.0,0.0,0.020348351666634245,-0.0,0.0,-0.0,-0.0,-0.0,-0.020182704956028023,0.0,0.0,0.0,-0.0,0.0
Apoptosis: BCL2A1,-0.0,-0.0,0.0,0.03619011268728353,0.012237275230085864,0.0,0.0313019862895897,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0270557870730128,0.0,0.0,0.02836414773248216,-0.0,-0.0,0.028199100310870008,0.037112328039674056,0.03883578725198551,0.03597785118287811,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.06105741867955495,0.03372525874798088,0.0,0.02194086225454822,0.0,0.016617463400677455,0.025113707257443673,0.027599118407591782,0.039082232731873404,0.0,-0.0,-0.0,0.023717438636991283,0.0030072035520805505,0.0,-0.0,-0.0,0.0,0.0,0.0,0.03276491370557053,0.0,-0.0,0.0030101300544082507,0.022971995875879003,0.02673718602079224,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.01364540578568922,0.0,0.03159090395441667,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.027730793725975558,-0.0,-0.0,-0.0,-0.0,0.016308044569248118,0.0,0.0,0.0,0.01035221638400245
